id,prefecture_id,city_en,city_ja,special_district_ja
11408,11,"Yorii, Saitama",寄居町,
11442,11,"Miyashiro, Saitama",宮代町,
11464,11,"Sugito, Saitama",杉戸町,
11465,11,"Matsubushi, Saitama",松伏町,
12100,12,Chiba (city),千葉市,
12101,12,"Chūō-ku, Chiba",千葉市,中央区
12102,12,Hanamigawa-ku,千葉市,花見川区
12103,12,Inage-ku,千葉市,稲毛区
12104,12,Wakaba-ku,千葉市,若葉区
12105,12,"Midori-ku, Chiba",千葉市,緑区
12106,12,Mihama-ku,千葉市,美浜区
12202,12,Chōshi,銚子市,
12203,12,"Ichikawa, Chiba",市川市,
12204,12,Funabashi,船橋市,
12205,12,"Tateyama, Chiba",館山市,
12206,12,Kisarazu,木更津市,
12207,12,Matsudo,松戸市,
12208,12,"Noda, Chiba",野田市,
12210,12,Mobara,茂原市,
12211,12,"Narita, Chiba",成田市,
12212,12,"Sakura, Chiba",佐倉市,
12213,12,Tōgane,東金市,
12215,12,"Asahi, Chiba",旭市,
12216,12,Narashino,習志野市,
12217,12,Kashiwa,柏市,
12218,12,"Katsuura, Chiba",勝浦市,
12219,12,"Ichihara, Chiba",市原市,
12220,12,Nagareyama,流山市,
12221,12,"Yachiyo, Chiba",八千代市,
12222,12,"Abiko, Chiba",我孫子市,
12223,12,"Kamogawa, Chiba",鴨川市,
12224,12,Kamagaya,鎌ケ谷市,
12225,12,Kimitsu,君津市,
12226,12,Futtsu,富津市,
12227,12,Urayasu,浦安市,
12228,12,Yotsukaidō,四街道市,
12229,12,Sodegaura,袖ケ浦市,
12230,12,Yachimata,八街市,
12231,12,Inzai,印西市,
12232,12,Shiroi,白井市,
12233,12,Tomisato,富里市,
12234,12,Minamibōsō,南房総市,
12235,12,Sōsa,匝瑳市,
12236,12,"Katori, Chiba",香取市,
12237,12,Sanmu,山武市,
12238,12,Isumi,いすみ市,
12239,12,Ōamishirasato,大網白里市,
12322,12,Shisui,酒々井町,
12329,12,"Sakae, Chiba",栄町,
12342,12,Kōzaki,神崎町,
12347,12,"Tako, Chiba",多古町,
12349,12,"Tōnoshō, Chiba",東庄町,
12403,12,Kujūkuri,九十九里町,
12409,12,"Shibayama, Chiba",芝山町,
12410,12,Yokoshibahikari,横芝光町,
12421,12,"Ichinomiya, Chiba",一宮町,
12422,12,Mutsuzawa,睦沢町,
12423,12,Chōsei,長生村,
12424,12,Shirako,白子町,
12426,12,"Nagara, Chiba",長柄町,
12427,12,Chōnan,長南町,
12441,12,"Ōtaki, Chiba",大多喜町,
12443,12,Onjuku,御宿町,
12463,12,Kyonan,鋸南町,
13101,13,"Chiyoda, Tokyo",千代田区,
13102,13,"Chūō, Tokyo",中央区,
13103,13,"Minato, Tokyo",港区,
13104,13,Shinjuku,新宿区,
13105,13,Bunkyō,文京区,
13106,13,Taitō,台東区,
13107,13,"Sumida, Tokyo",墨田区,
13108,13,Kōtō,江東区,
13109,13,Shinagawa,品川区,
13110,13,Meguro,目黒区,
13111,13,"Ōta, Tokyo",大田区,
13112,13,Setagaya,世田谷区,
13113,13,Shibuya,渋谷区,
13114,13,"Nakano, Tokyo",中野区,
13115,13,Suginami,杉並区,
13116,13,Toshima,豊島区,
13117,13,"Kita, Tokyo",北区,
13118,13,"Arakawa, Tokyo",荒川区,
13119,13,Itabashi,板橋区,
13120,13,Nerima,練馬区,
13121,13,"Adachi, Tokyo",足立区,
13122,13,Katsushika,葛飾区,
13123,13,"Edogawa, Tokyo",江戸川区,
13201,13,Hachiōji,八王子市,
13202,13,"Tachikawa, Tokyo",立川市,
13203,13,"Musashino, Tokyo",武蔵野市,
13204,13,"Mitaka, Tokyo",三鷹市,
13205,13,"Ōme, Tokyo",青梅市,
13206,13,"Fuchū, Tokyo",府中市,
13207,13,"Akishima, Tokyo",昭島市,
13208,13,Chōfu,調布市,
13209,13,"Machida, Tokyo",町田市,
13210,13,"Koganei, Tokyo",小金井市,
13211,13,"Kodaira, Tokyo",小平市,
13212,13,"Hino, Tokyo",日野市,
13213,13,"Higashimurayama, Tokyo",東村山市,
13214,13,"Kokubunji, Tokyo",国分寺市,
13215,13,"Kunitachi, Tokyo",国立市,
13218,13,"Fussa, Tokyo",福生市,
13219,13,"Komae, Tokyo",狛江市,
13220,13,"Higashiyamato, Tokyo",東大和市,
13221,13,"Kiyose, Tokyo",清瀬市,
13222,13,"Higashikurume, Tokyo",東久留米市,
13223,13,"Musashimurayama, Tokyo",武蔵村山市,
13224,13,"Tama, Tokyo",多摩市,
13225,13,Inagi,稲城市,
13227,13,"Hamura, Tokyo",羽村市,
13228,13,"Akiruno, Tokyo",あきる野市,
13229,13,Nishitokyo,西東京市,
13303,13,"Mizuho, Tokyo",瑞穂町,
13305,13,"Hinode, Tokyo",日の出町,
13307,13,Hinohara,檜原村,
13308,13,"Okutama, Tokyo",奥多摩町,
13361,13,"Ōshima, Tokyo",大島町,
13362,13,"To-shima, Tokyo",利島村,
13363,13,"Niijima, Tokyo",新島村,
13364,13,"Kōzushima, Tokyo",神津島村,
13381,13,"Miyake, Tokyo",三宅村,
13382,13,"Mikurajima, Tokyo",御蔵島村,
13401,13,"Hachijō, Tokyo",八丈町,
13402,13,"Aogashima, Tokyo",青ヶ島村,
13421,13,"Ogasawara, Tokyo",小笠原村,
14100,14,Yokohama,横浜市,
14101,14,"Tsurumi-ku, Yokohama",横浜市,鶴見区
14102,14,"Kanagawa-ku, Yokohama",横浜市,神奈川区
14103,14,"Nishi-ku, Yokohama",横浜市,西区
14104,14,"Naka-ku, Yokohama",横浜市,中区
14105,14,"Minami-ku, Yokohama",横浜市,南区
14106,14,"Hodogaya-ku, Yokohama",横浜市,保土ケ谷区
14107,14,"Isogo-ku, Yokohama",横浜市,磯子区
14108,14,"Kanazawa-ku, Yokohama",横浜市,金沢区
14109,14,"Kōhoku-ku, Yokohama",横浜市,港北区
14110,14,"Totsuka-ku, Yokohama",横浜市,戸塚区
14111,14,"Kōnan-ku, Yokohama",横浜市,港南区
14112,14,"Asahi-ku, Yokohama",横浜市,旭区
14113,14,"Midori-ku, Yokohama",横浜市,緑区
14114,14,"Seya-ku, Yokohama",横浜市,瀬谷区
14115,14,"Sakae-ku, Yokohama",横浜市,栄区
14116,14,"Izumi-ku, Yokohama",横浜市,泉区
14117,14,"Aoba-ku, Yokohama",横浜市,青葉区
14118,14,"Tsuzuki-ku, Yokohama",横浜市,都筑区
14130,14,"Kawasaki, Kanagawa",川崎市,
14131,14,"Kawasaki-ku, Kawasaki",川崎市,川崎区
14132,14,"Saiwai-ku, Kawasaki",川崎市,幸区
14133,14,"Nakahara-ku, Kawasaki",川崎市,中原区
14134,14,"Takatsu-ku, Kawasaki",川崎市,高津区
14135,14,"Tama-ku, Kawasaki",川崎市,多摩区
14136,14,"Miyamae-ku, Kawasaki",川崎市,宮前区
14137,14,"Asao-ku, Kawasaki",川崎市,麻生区
14150,14,Sagamihara,相模原市,
14151,14,"Midori-ku, Sagamihara",相模原市,緑区
14152,14,"Chūō-ku, Sagamihara",相模原市,中央区
14153,14,"Minami-ku, Sagamihara",相模原市,南区
14201,14,Yokosuka,横須賀市,
14203,14,Hiratsuka,平塚市,
14204,14,Kamakura,鎌倉市,
14205,14,"Fujisawa, Kanagawa",藤沢市,
14206,14,Odawara,小田原市,
14207,14,"Chigasaki, Kanagawa",茅ヶ崎市,
14208,14,"Zushi, Kanagawa",逗子市,
14210,14,"Miura, Kanagawa",三浦市,
14211,14,"Hadano, Kanagawa",秦野市,
14212,14,Atsugi,厚木市,
14213,14,"Yamato, Kanagawa",大和市,
14214,14,"Isehara, Kanagawa",伊勢原市,
14215,14,"Ebina, Kanagawa",海老名市,
14216,14,"Zama, Kanagawa",座間市,
14217,14,"Minamiashigara, Kanagawa",南足柄市,
14218,14,"Ayase, Kanagawa",綾瀬市,
14301,14,"Hayama, Kanagawa",葉山町,
14321,14,Samukawa,寒川町,
14341,14,Ōiso,大磯町,
14342,14,"Ninomiya, Kanagawa",二宮町,
14361,14,"Nakai, Kanagawa",中井町,
14362,14,"Ōi, Kanagawa",大井町,
14363,14,"Matsuda, Kanagawa",松田町,
14364,14,"Yamakita, Kanagawa",山北町,
14366,14,"Kaisei, Kanagawa",開成町,
14382,14,Hakone,箱根町,
14383,14,"Manazuru, Kanagawa",真鶴町,
14384,14,Yugawara,湯河原町,
14401,14,"Aikawa, Kanagawa",愛川町,
14402,14,"Kiyokawa, Kanagawa",清川村,
15100,15,Niigata (city),新潟市,
15101,15,"Kita-ku, Niigata",新潟市,北区
15102,15,"Higashi-ku, Niigata",新潟市,東区
15103,15,"Chūō-ku, Niigata",新潟市,中央区
15104,15,"Kōnan-ku, Niigata",新潟市,江南区
15105,15,"Akiha-ku, Niigata",新潟市,秋葉区
15106,15,"Minami-ku, Niigata",新潟市,南区
15107,15,"Nishi-ku, Niigata",新潟市,西区
15108,15,"Nishikan-ku, Niigata",新潟市,西蒲区
15202,15,"Nagaoka, Niigata",長岡市,
15204,15,"Sanjō, Niigata",三条市,
15205,15,"Kashiwazaki, Niigata",柏崎市,
15206,15,"Shibata, Niigata",新発田市,
15208,15,"Ojiya, Niigata",小千谷市,
15209,15,"Kamo, Niigata",加茂市,
15210,15,Tōkamachi,十日町市,
15211,15,Mitsuke,見附市,
15212,15,"Murakami, Niigata",村上市,
15213,15,"Tsubame, Niigata",燕市,
15216,15,Itoigawa,糸魚川市,
15217,15,"Myōkō, Niigata",妙高市,
15218,15,"Gosen, Niigata",五泉市,
15222,15,"Jōetsu, Niigata",上越市,
15223,15,"Agano, Niigata",阿賀野市,
15224,15,"Sado, Niigata",佐渡市,
15225,15,Uonuma,魚沼市,
15226,15,Minamiuonuma,南魚沼市,
15227,15,Tainai,胎内市,
15307,15,"Seirō, Niigata",聖籠町,
15342,15,"Yahiko, Niigata",弥彦村,
15361,15,"Tagami, Niigata",田上町,
15385,15,"Aga, Niigata",阿賀町,
15405,15,Izumozaki,出雲崎町,
15461,15,"Yuzawa, Niigata",湯沢町,
15482,15,Tsunan,津南町,
15504,15,Kariwa,刈羽村,
15581,15,Sekikawa,関川村,
15586,15,Awashimaura,粟島浦村,
16201,16,Toyama (city),富山市,
16202,16,"Takaoka, Toyama",高岡市,
16204,16,"Uozu, Toyama",魚津市,
16205,16,"Himi, Toyama",氷見市,
16206,16,"Namerikawa, Toyama",滑川市,
16207,16,"Kurobe, Toyama",黒部市,
16208,16,"Tonami, Toyama",砺波市,
16209,16,"Oyabe, Toyama",小矢部市,
16210,16,"Nanto, Toyama",南砺市,
16211,16,Imizu,射水市,
16321,16,Funahashi,舟橋村,
16322,16,"Kamiichi, Toyama",上市町,
16323,16,"Tateyama, Toyama",立山町,
16342,16,Nyūzen,入善町,
16343,16,"Asahi, Toyama",朝日町,
17201,17,Kanazawa,金沢市,
17202,17,"Nanao, Ishikawa",七尾市,
17203,17,"Komatsu, Ishikawa",小松市,
17204,17,"Wajima, Ishikawa",輪島市,
17205,17,"Suzu, Ishikawa",珠洲市,
17206,17,"Kaga, Ishikawa",加賀市,
17207,17,"Hakui, Ishikawa",羽咋市,
17209,17,"Kahoku, Ishikawa",かほく市,
17210,17,"Hakusan, Ishikawa",白山市,
17211,17,"Nomi, Ishikawa",能美市,
17212,17,"Nonoichi, Ishikawa",野々市市,
17324,17,"Kawakita, Ishikawa",川北町,
17361,17,"Tsubata, Ishikawa",津幡町,
17365,17,"Uchinada, Ishikawa",内灘町,
17384,17,"Shika, Ishikawa",志賀町,
17386,17,"Hōdatsushimizu, Ishikawa",宝達志水町,
17407,17,"Nakanoto, Ishikawa",中能登町,
17461,17,"Anamizu, Ishikawa",穴水町,
17463,17,"Noto, Ishikawa",能登町,
18201,18,Fukui (city),福井市,
18202,18,"Tsuruga, Fukui",敦賀市,
18204,18,"Obama, Fukui",小浜市,
18205,18,"Ōno, Fukui",大野市,
18206,18,"Katsuyama, Fukui",勝山市,
18207,18,"Sabae, Fukui",鯖江市,
18208,18,"Awara, Fukui",あわら市,
18209,18,"Echizen, Fukui",越前市,
18210,18,"Sakai, Fukui",坂井市,
18322,18,"Eiheiji, Fukui",永平寺町,
18382,18,"Ikeda, Fukui",池田町,
18404,18,"Minamiechizen, Fukui",南越前町,
18423,18,"Echizen, Fukui (town)",越前町,
18442,18,"Mihama, Fukui",美浜町,
18481,18,"Takahama, Fukui",高浜町,
18483,18,"Ōi, Fukui",おおい町,
18501,18,"Wakasa, Fukui",若狭町,
19201,19,Kōfu,甲府市,
19202,19,Fujiyoshida,富士吉田市,
19204,19,"Tsuru, Yamanashi",都留市,
19205,19,Yamanashi (city),山梨市,
19206,19,"Ōtsuki, Yamanashi",大月市,
19207,19,"Nirasaki, Yamanashi",韮崎市,
19208,19,"Minami-Alps, Yamanashi",南アルプス市,
19209,19,"Hokuto, Yamanashi",北杜市,
19210,19,"Kai, Yamanashi",甲斐市,
19211,19,Fuefuki,笛吹市,
19212,19,Uenohara,上野原市,
19213,19,"Kōshū, Yamanashi",甲州市,
19214,19,"Chūō, Yamanashi",中央市,
19346,19,Ichikawamisato,市川三郷町,
19364,19,"Hayakawa, Yamanashi",早川町,
19365,19,"Minobu, Yamanashi",身延町,
19366,19,"Nanbu, Yamanashi",南部町,
19368,19,"Fujikawa, Yamanashi",富士川町,
19384,19,"Shōwa, Yamanashi",昭和町,
19422,19,Dōshi,道志村,
19423,19,Nishikatsura,西桂町,
19424,19,"Oshino, Yamanashi",忍野村,
19425,19,Yamanakako,山中湖村,
19429,19,"Narusawa, Yamanashi",鳴沢村,
19430,19,Fujikawaguchiko,富士河口湖町,
19442,19,Kosuge,小菅村,
19443,19,Tabayama,丹波山村,
20201,20,Nagano (city),長野市,
20202,20,"Matsumoto, Nagano",松本市,
20203,20,"Ueda, Nagano",上田市,
20204,20,"Okaya, Nagano",岡谷市,
20205,20,"Iida, Nagano",飯田市,
20206,20,"Suwa, Nagano",諏訪市,
20207,20,"Suzaka, Nagano",須坂市,
20208,20,"Komoro, Nagano",小諸市,
20209,20,"Ina, Nagano",伊那市,
20210,20,"Komagane, Nagano",駒ヶ根市,
20211,20,"Nakano, Nagano",中野市,
20212,20,"Ōmachi, Nagano",大町市,
20213,20,"Iiyama, Nagano",飯山市,
20214,20,"Chino, Nagano",茅野市,
20215,20,"Shiojiri, Nagano",塩尻市,
20217,20,"Saku, Nagano",佐久市,
20218,20,"Chikuma, Nagano",千曲市,
20219,20,"Tōmi, Nagano",東御市,
20220,20,Azumino,安曇野市,
20303,20,"Koumi, Nagano",小海町,
20304,20,"Kawakami, Nagano",川上村,
20305,20,"Minamimaki, Nagano",南牧村,
20306,20,"Minamiaiki, Nagano",南相木村,
20307,20,Kitaaiki,北相木村,
20309,20,"Sakuho, Nagano",佐久穂町,
20321,20,"Karuizawa, Nagano",軽井沢町,
20323,20,"Miyota, Nagano",御代田町,
20324,20,"Tateshina, Nagano",立科町,
20349,20,"Aoki, Nagano",青木村,
20350,20,"Nagawa, Nagano",長和町,
20361,20,Shimosuwa,下諏訪町,
20362,20,"Fujimi, Nagano",富士見町,
20363,20,"Hara, Nagano",原村,
20382,20,"Tatsuno, Nagano",辰野町,
20383,20,"Minowa, Nagano",箕輪町,
20384,20,"Iijima, Nagano",飯島町,
20385,20,Minamiminowa,南箕輪村,
20386,20,"Nakagawa, Nagano",中川村,
20388,20,Miyada,宮田村,
20402,20,"Matsukawa, Nagano (Shimoina)",松川町,
20403,20,"Takamori, Nagano",高森町,
20404,20,"Anan, Nagano",阿南町,
20407,20,"Achi, Nagano",阿智村,
20409,20,"Hiraya, Nagano",平谷村,
20410,20,"Neba, Nagano",根羽村,
20411,20,Shimojō,下條村,
20412,20,Urugi,売木村,
20413,20,"Tenryū, Nagano",天龍村,
20414,20,"Yasuoka, Nagano",泰阜村,
20415,20,"Takagi, Nagano",喬木村,
20416,20,"Toyooka, Nagano",豊丘村,
20417,20,"Ōshika, Nagano",大鹿村,
20422,20,Agematsu,上松町,
20423,20,Nagiso,南木曽町,
20425,20,"Kiso, Nagano (village)",木祖村,
20429,20,"Ōtaki, Nagano",王滝村,
20430,20,Ōkuwa,大桑村,
20432,20,"Kiso, Nagano (town)",木曽町,
20446,20,"Omi, Nagano",麻績村,
20448,20,Ikusaka,生坂村,
20450,20,"Yamagata, Nagano",山形村,
20451,20,"Asahi, Nagano",朝日村,
20452,20,Chikuhoku,筑北村,
20481,20,"Ikeda, Nagano",池田町,
20482,20,"Matsukawa, Nagano (Kitaazumi)",松川村,
20485,20,Hakuba,白馬村,
20486,20,"Otari, Nagano",小谷村,
20521,20,"Sakaki, Nagano",坂城町,
20541,20,Obuse,小布施町,
20543,20,"Takayama, Nagano",高山村,
20561,20,"Yamanouchi, Nagano",山ノ内町,
20562,20,Kijimadaira,木島平村,
20563,20,Nozawaonsen,野沢温泉村,
20583,20,"Shinano, Nagano",信濃町,
20588,20,"Ogawa, Nagano",小川村,
20590,20,Iizuna,飯綱町,
20602,20,"Sakae, Nagano",栄村,
21201,21,Gifu,岐阜市,
21202,21,Ōgaki,大垣市,
21203,21,"Takayama, Gifu",高山市,
21204,21,Tajimi,多治見市,
21205,21,"Seki, Gifu",関市,
21206,21,Nakatsugawa,中津川市,
21207,21,"Mino, Gifu",美濃市,
21208,21,"Mizunami, Gifu",瑞浪市,
21209,21,"Hashima, Gifu",羽島市,
21210,21,"Ena, Gifu",恵那市,
21211,21,"Minokamo, Gifu",美濃加茂市,
21212,21,"Toki, Gifu",土岐市,
21213,21,Kakamigahara,各務原市,
21214,21,"Kani, Gifu",可児市,
21215,21,"Yamagata, Gifu",山県市,
21216,21,"Mizuho, Gifu",瑞穂市,
21217,21,"Hida, Gifu",飛騨市,
21218,21,"Motosu, Gifu",本巣市,
21219,21,"Gujō, Gifu",郡上市,
21220,21,"Gero, Gifu",下呂市,
21221,21,Kaizu,海津市,
21302,21,"Ginan, Gifu",岐南町,
21303,21,"Kasamatsu, Gifu",笠松町,
21341,21,"Yōrō, Gifu",養老町,
21361,21,"Tarui, Gifu",垂井町,
21362,21,"Sekigahara, Gifu",関ケ原町,
21381,21,"Gōdo, Gifu",神戸町,
21382,21,"Wanouchi, Gifu",輪之内町,
21383,21,"Anpachi, Gifu",安八町,
21401,21,Ibigawa,揖斐川町,
21403,21,"Ōno, Gifu",大野町,
21404,21,"Ikeda, Gifu",池田町,
21421,21,"Kitagata, Gifu",北方町,
21501,21,"Sakahogi, Gifu",坂祝町,
21502,21,"Tomika, Gifu",富加町,
21503,21,"Kawabe, Gifu",川辺町,
21504,21,"Hichisō, Gifu",七宗町,
21505,21,Yaotsu,八百津町,
21506,21,"Shirakawa, Gifu (town)",白川町,
21507,21,"Higashishirakawa, Gifu",東白川村,
21521,21,"Mitake, Gifu",御嵩町,
21604,21,"Shirakawa, Gifu (village)",白川村,
22100,22,Shizuoka (city),静岡市,
22101,22,"Aoi-ku, Shizuoka",静岡市,葵区
22102,22,"Suruga-ku, Shizuoka",静岡市,駿河区
22103,22,"Shimizu-ku, Shizuoka",静岡市,清水区
22130,22,Hamamatsu,浜松市,
22138,22,"Chūō-ku, Hamamatsu",浜松市,中央区
22139,22,"Hamana-ku, Hamamatsu",浜松市,浜名区
22140,22,Tenryū-ku,浜松市,天竜区
22203,22,Numazu,沼津市,
22205,22,Atami,熱海市,
22206,22,"Mishima, Shizuoka",三島市,
22207,22,"Fujinomiya, Shizuoka",富士宮市,
22208,22,"Itō, Shizuoka",伊東市,
22209,22,"Shimada, Shizuoka",島田市,
22210,22,"Fuji, Shizuoka",富士市,
22211,22,"Iwata, Shizuoka",磐田市,
22212,22,Yaizu,焼津市,
22213,22,"Kakegawa, Shizuoka",掛川市,
22214,22,"Fujieda, Shizuoka",藤枝市,
22215,22,"Gotemba, Shizuoka",御殿場市,
22216,22,"Fukuroi, Shizuoka",袋井市,
22219,22,"Shimoda, Shizuoka",下田市,
22220,22,Susono,裾野市,
22221,22,"Kosai, Shizuoka",湖西市,
22222,22,"Izu, Shizuoka",伊豆市,
22223,22,Omaezaki,御前崎市,
22224,22,Kikugawa,菊川市,
22225,22,Izunokuni,伊豆の国市,
22226,22,Makinohara,牧之原市,
22301,22,Higashiizu,東伊豆町,
22302,22,"Kawazu, Shizuoka",河津町,
22304,22,Minamiizu,南伊豆町,
22305,22,"Matsuzaki, Shizuoka",松崎町,
22306,22,Nishiizu,西伊豆町,
22325,22,Kannami,函南町,
22341,22,"Shimizu, Shizuoka",清水町,
22342,22,Nagaizumi,長泉町,
22344,22,"Oyama, Shizuoka",小山町,
22424,22,"Yoshida, Shizuoka",吉田町,
22429,22,Kawanehon,川根本町,
22461,22,"Mori, Shizuoka",森町,
23100,23,Nagoya,名古屋市,
23101,23,"Chikusa-ku, Nagoya",名古屋市,千種区
23102,23,"Higashi-ku, Nagoya",名古屋市,東区
23103,23,"Kita-ku, Nagoya",名古屋市,北区
23104,23,"Nishi-ku, Nagoya",名古屋市,西区
23105,23,"Nakamura-ku, Nagoya",名古屋市,中村区
23106,23,"Naka-ku, Nagoya",名古屋市,中区
23107,23,Shōwa-ku,名古屋市,昭和区
23108,23,"Mizuho-ku, Nagoya",名古屋市,瑞穂区
23109,23,"Atsuta-ku, Nagoya",名古屋市,熱田区
23110,23,"Nakagawa-ku, Nagoya",名古屋市,中川区
23111,23,"Minato-ku, Nagoya",名古屋市,港区
23112,23,"Minami-ku, Nagoya",名古屋市,南区
23113,23,"Moriyama-ku, Nagoya",名古屋市,守山区
23114,23,"Midori-ku, Nagoya",名古屋市,緑区
23115,23,"Meitō-ku, Nagoya",名古屋市,名東区
23116,23,Tenpaku-ku,名古屋市,天白区
23201,23,Toyohashi,豊橋市,
23202,23,"Okazaki, Aichi",岡崎市,
23203,23,"Ichinomiya, Aichi",一宮市,
23204,23,"Seto, Aichi",瀬戸市,
23205,23,"Handa, Aichi",半田市,
23206,23,"Kasugai, Aichi",春日井市,
23207,23,"Toyokawa, Aichi",豊川市,
23208,23,"Tsushima, Aichi",津島市,
23209,23,Hekinan,碧南市,
23210,23,"Kariya, Aichi",刈谷市,
23211,23,"Toyota, Aichi",豊田市,
23212,23,Anjō,安城市,
23213,23,Nishio,西尾市,
23214,23,Gamagōri,蒲郡市,
23215,23,"Inuyama, Aichi",犬山市,
23216,23,Tokoname,常滑市,
23217,23,"Kōnan, Aichi",江南市,
23219,23,Komaki,小牧市,
23220,23,Inazawa,稲沢市,
23221,23,Shinshiro,新城市,
23222,23,"Tōkai, Aichi",東海市,
23223,23,Ōbu,大府市,
23224,23,"Chita, Aichi",知多市,
23225,23,Chiryū,知立市,
23226,23,Owariasahi,尾張旭市,
23227,23,"Takahama, Aichi",高浜市,
23228,23,"Iwakura, Aichi",岩倉市,
23229,23,Toyoake,豊明市,
23230,23,"Nisshin, Aichi",日進市,
23231,23,"Tahara, Aichi",田原市,
23232,23,Aisai,愛西市,
23233,23,Kiyosu,清須市,
23234,23,Kitanagoya,北名古屋市,
23235,23,Yatomi,弥富市,
23236,23,"Miyoshi, Aichi",みよし市,
23237,23,"Ama, Aichi",あま市,
23238,23,Nagakute,長久手市,
23302,23,"Tōgō, Aichi",東郷町,
23342,23,Toyoyama,豊山町,
23361,23,Ōguchi,大口町,
23362,23,"Fusō, Aichi",扶桑町,
23424,23,Ōharu,大治町,
23425,23,Kanie,蟹江町,
23427,23,Tobishima,飛島村,
23441,23,"Agui, Aichi",阿久比町,
23442,23,Higashiura,東浦町,
23445,23,Minamichita,南知多町,
23446,23,"Mihama, Aichi",美浜町,
23447,23,Taketoyo,武豊町,
23501,23,"Kōta, Aichi",幸田町,
23561,23,"Shitara, Aichi",設楽町,
23562,23,"Tōei, Aichi",東栄町,
23563,23,Toyone,豊根村,
24201,24,"Tsu, Mie",津市,
24202,24,Yokkaichi,四日市市,
24203,24,"Ise, Mie",伊勢市,
24204,24,Matsusaka,松阪市,
24205,24,"Kuwana, Mie",桑名市,
24207,24,"Suzuka, Mie",鈴鹿市,
24208,24,"Nabari, Mie",名張市,
24209,24,Owase,尾鷲市,
24210,24,"Kameyama, Mie",亀山市,
24211,24,"Toba, Mie",鳥羽市,
24212,24,"Kumano, Mie",熊野市,
24214,24,Inabe,いなべ市,
24215,24,"Shima, Mie",志摩市,
24216,24,"Iga, Mie",伊賀市,
24303,24,Kisosaki,木曽岬町,
24324,24,"Tōin, Mie",東員町,
24341,24,Komono,菰野町,
24343,24,"Asahi, Mie",朝日町,
24344,24,"Kawagoe, Mie",川越町,
24441,24,"Taki, Mie",多気町,
24442,24,"Meiwa, Mie",明和町,
24443,24,Ōdai,大台町,
24461,24,"Tamaki, Mie",玉城町,
24470,24,Watarai,度会町,
24471,24,"Taiki, Mie",大紀町,
24472,24,"Minamiise, Mie",南伊勢町,
24543,24,"Kihoku, Mie",紀北町,
24561,24,"Mihama, Mie",御浜町,
24562,24,Kihō,紀宝町,
25201,25,Ōtsu,大津市,
25202,25,"Hikone, Shiga",彦根市,
25203,25,"Nagahama, Shiga",長浜市,
25204,25,Ōmihachiman,近江八幡市,
25206,25,"Kusatsu, Shiga",草津市,
25207,25,"Moriyama, Shiga",守山市,
25208,25,"Rittō, Shiga",栗東市,
25209,25,"Kōka, Shiga",甲賀市,
25210,25,"Yasu, Shiga",野洲市,
25211,25,"Konan, Shiga",湖南市,
25212,25,"Takashima, Shiga",高島市,
25213,25,Higashiōmi,東近江市,
25214,25,"Maibara, Shiga",米原市,
25383,25,"Hino, Shiga",日野町,
25384,25,"Ryūō, Shiga",竜王町,
25425,25,"Aishō, Shiga",愛荘町,
25441,25,"Toyosato, Shiga",豊郷町,
25442,25,"Kōra, Shiga",甲良町,
25443,25,"Taga, Shiga",多賀町,
26100,26,Kyoto,京都市,
26101,26,"Kita-ku, Kyoto",京都市,北区
26102,26,"Kamigyō-ku, Kyoto",京都市,上京区
26103,26,"Sakyō-ku, Kyoto",京都市,左京区
26104,26,"Nakagyō-ku, Kyoto",京都市,中京区
26105,26,"Higashiyama-ku, Kyoto",京都市,東山区
26106,26,"Shimogyō-ku, Kyoto",京都市,下京区
26107,26,"Minami-ku, Kyoto",京都市,南区
26108,26,"Ukyō-ku, Kyoto",京都市,右京区
26109,26,"Fushimi-ku, Kyoto",京都市,伏見区
26110,26,"Yamashina-ku, Kyoto",京都市,山科区
26111,26,"Nishikyō-ku, Kyoto",京都市,西京区
26201,26,"Fukuchiyama, Kyoto",福知山市,
26202,26,Maizuru,舞鶴市,
26203,26,"Ayabe, Kyoto",綾部市,
26204,26,Uji,宇治市,
26205,26,"Miyazu, Kyoto",宮津市,
26206,26,"Kameoka, Kyoto",亀岡市,
26207,26,"Jōyō, Kyoto",城陽市,
26208,26,Mukō,向日市,
26209,26,"Nagaokakyō, Kyoto",長岡京市,
26210,26,Yawata,八幡市,
26211,26,"Kyōtanabe, Kyoto",京田辺市,
26212,26,Kyōtango,京丹後市,
26213,26,"Nantan, Kyoto",南丹市,
26214,26,"Kizugawa, Kyoto",木津川市,
26303,26,"Ōyamazaki, Kyoto",大山崎町,
26322,26,"Kumiyama, Kyoto",久御山町,
26343,26,"Ide, Kyoto",井手町,
26344,26,Ujitawara,宇治田原町,
26364,26,"Kasagi, Kyoto",笠置町,
26365,26,Wazuka,和束町,
26366,26,"Seika, Kyoto",精華町,
26367,26,"Minamiyamashiro, Kyoto",南山城村,
26407,26,"Kyōtamba, Kyoto",京丹波町,
26463,26,"Ine, Kyoto",伊根町,
26465,26,"Yosano, Kyoto",与謝野町,
27100,27,Osaka,大阪市,
27102,27,"Miyakojima-ku, Osaka",大阪市,都島区
27103,27,"Fukushima-ku, Osaka",大阪市,福島区
27104,27,"Konohana-ku, Osaka",大阪市,此花区
27106,27,"Nishi-ku, Osaka",大阪市,西区
27107,27,"Minato-ku, Osaka",大阪市,港区
